amount,amount_to_avg_ratio,hour,late_night,is_online,distance_from_home_km,txns_last_hour,merchant_category,account_age_days,prior_disputes,is_fraud
98.97,4.726,7,0,0,22.1,1,gas,628,0,0
67.99,3.01,7,0,0,16.7,0,electronics,2082,1,0
73.84,1.571,0,1,0,3.0,0,grocery,2890,0,0
49.48,2.237,8,0,1,11.8,0,gas,2335,0,0
27.4,0.582,7,0,0,0.3,1,electronics,728,0,0
16.44,0.39,11,0,1,32.0,1,online_retail,3548,0,0
21.28,0.375,8,0,0,24.6,0,grocery,500,0,0
19.72,0.893,7,0,0,12.1,0,gambling,2889,0,0
11.81,0.355,20,0,1,82.7,1,grocery,495,1,0
5.56,0.106,20,0,0,17.1,0,grocery,3407,1,0
36.68,1.223,13,0,1,23.6,1,gas,88,0,0
54.05,2.351,15,0,1,108.6,0,online_retail,2071,0,0
12.94,0.34,4,1,0,14.8,0,grocery,991,0,0
33.22,1.649,23,1,0,4.9,1,electronics,2672,0,0
33.51,1.182,15,0,1,45.3,1,dining,2648,0,0
24.51,0.603,11,0,0,7.8,0,online_retail,1252,0,0
23.39,0.579,22,0,1,94.5,0,grocery,689,1,0
30.22,0.441,6,0,0,4.3,0,cash_advance,1719,0,0
20.93,0.228,4,1,1,28.7,1,online_retail,3203,0,0
87.34,5.517,17,0,0,12.7,0,cash_advance,2188,0,0
29.22,0.561,8,0,1,77.3,1,dining,1162,0,0
34.95,0.925,12,0,1,104.3,1,online_retail,2390,1,0
106.73,3.614,3,1,1,49.8,1,dining,3285,0,0
16.65,0.684,19,0,0,7.3,0,gas,2481,1,0
7.05,0.287,6,0,1,35.5,4,dining,1081,0,0
38.51,1.368,3,1,0,8.4,0,dining,3465,0,0
52.27,2.232,3,1,1,63.8,1,grocery,3368,0,0
4.6,0.103,11,0,0,17.2,1,dining,2874,0,0
24.09,1.327,12,0,0,16.2,1,gas,3527,0,0
61.26,1.378,23,1,0,9.7,2,dining,2259,0,0
54.94,1.686,8,0,0,2.8,0,online_retail,1313,0,0
233.78,7.96,2,1,1,44.0,0,grocery,2937,0,1
60.77,0.987,3,1,0,6.6,5,electronics,366,0,0
3.1,0.124,4,1,0,21.7,2,grocery,3542,0,0
24.98,0.703,16,0,0,2.5,0,grocery,3267,0,0
21.87,0.555,5,1,1,36.9,1,travel,713,0,0
27.17,0.945,10,0,1,55.8,0,grocery,1321,0,0
12.55,0.271,14,0,0,5.1,0,grocery,2713,0,0
9.17,0.262,16,0,1,37.2,0,gambling,215,0,0
25.34,1.004,17,0,0,37.5,0,online_retail,81,1,0
29.16,1.309,22,0,0,2.7,0,gambling,1475,0,0
31.43,0.524,13,0,0,4.2,0,grocery,3006,0,0
11.36,0.368,22,0,0,18.8,1,cash_advance,3480,0,0
12.39,0.925,7,0,0,5.0,0,grocery,2755,0,0
3.42,0.09,6,0,0,1.5,0,online_retail,368,0,0
31.0,1.269,22,0,1,89.2,1,electronics,1963,0,0
130.42,7.427,21,0,0,9.8,1,travel,3296,0,0
13.93,0.603,2,1,0,18.9,0,grocery,739,0,0
17.71,0.979,4,1,0,3.5,0,dining,2906,0,0
13.89,0.44,7,0,0,11.1,0,gas,2730,0,0
5.71,0.101,3,1,0,3.5,1,cash_advance,252,0,0
12.78,0.261,6,0,0,8.7,1,grocery,2974,0,0
35.62,0.69,1,1,0,21.3,1,grocery,2387,0,0
35.48,0.627,6,0,1,74.8,1,grocery,987,0,0
185.09,7.748,0,1,0,3.7,1,online_retail,401,0,1
22.37,1.29,3,1,0,6.6,1,online_retail,1936,1,0
70.34,1.425,7,0,0,19.8,1,online_retail,2870,0,0
51.89,2.542,23,1,0,6.4,0,online_retail,2784,0,0
20.62,1.348,6,0,1,62.9,1,dining,2103,0,0
11.65,0.518,23,1,0,0.5,1,grocery,2566,0,0
99.99,7.836,22,0,1,76.6,1,dining,2950,1,1
25.42,2.14,14,0,0,28.0,1,gambling,1430,0,0
12.54,0.106,13,0,1,50.6,1,gas,2105,0,0
19.07,0.656,21,0,0,2.8,1,gambling,88,0,0
65.95,1.361,2,1,0,3.3,3,cash_advance,3584,0,0
25.15,0.796,6,0,0,0.9,0,electronics,2140,0,0
29.93,1.059,14,0,0,1.7,0,grocery,2389,0,0
15.42,0.794,20,0,0,18.5,1,online_retail,1516,0,0
46.02,1.723,15,0,1,10.5,1,dining,678,0,0
36.08,1.501,17,0,0,5.9,0,online_retail,712,0,0
5.97,0.379,7,0,0,14.0,1,dining,2765,0,0
50.22,2.28,19,0,0,5.7,0,cash_advance,2602,1,0
68.04,1.496,3,1,0,8.4,2,gas,2151,0,0
46.41,2.546,16,0,0,7.4,0,gas,3260,0,0
38.09,2.045,21,0,0,0.5,0,grocery,289,0,0
13.51,0.27,0,1,0,0.9,0,gas,3578,0,0
28.14,1.044,1,1,0,20.8,0,online_retail,3134,0,0
30.8,0.798,17,0,0,4.2,0,grocery,1650,1,0
81.32,2.071,3,1,0,4.1,3,electronics,890,1,0
6.16,0.212,9,0,1,45.0,0,grocery,3476,1,0
8.99,0.305,22,0,1,22.3,0,online_retail,2583,0,0
206.98,4.818,14,0,1,88.9,1,electronics,402,0,0
36.13,1.2,18,0,1,50.2,1,dining,1611,0,0
18.98,0.497,5,1,0,14.6,1,dining,3045,0,0
7.06,0.209,21,0,0,1.8,2,gas,2182,1,0
21.49,0.405,21,0,1,17.9,1,grocery,2071,0,0
13.36,0.521,19,0,1,47.2,0,gambling,2811,0,0
110.58,2.331,22,0,1,147.4,0,grocery,317,0,0
11.93,0.335,3,1,0,14.7,1,gas,561,0,0
3.17,0.105,17,0,0,0.7,1,gas,2783,0,0
11.21,0.322,14,0,0,9.3,0,grocery,2074,0,0
2.69,0.056,22,0,1,49.6,0,travel,836,0,0
38.25,0.673,8,0,0,15.8,1,dining,766,1,0
17.48,0.394,15,0,0,11.4,1,gas,1093,1,0
62.52,1.454,5,1,0,14.5,0,gambling,72,0,0
39.28,1.734,9,0,1,58.8,0,travel,3435,0,0
24.02,0.856,23,1,0,20.4,0,dining,567,1,0
87.04,1.769,21,0,1,111.7,0,dining,3221,0,0
50.2,1.342,21,0,0,24.7,1,dining,1009,1,0
15.0,0.452,21,0,1,19.1,0,dining,1904,0,0
89.32,3.3,0,1,1,30.9,0,dining,814,0,0
19.96,0.548,4,1,0,1.1,0,grocery,42,0,0
86.62,1.908,15,0,0,21.3,1,gas,2180,0,0
84.89,2.469,13,0,1,19.9,1,dining,1665,1,0
144.14,2.761,7,0,0,7.7,3,gas,38,0,0
19.21,0.618,1,1,0,2.6,0,gas,697,0,0
8.87,0.151,20,0,0,15.2,0,online_retail,963,0,0
86.51,3.602,0,1,0,17.6,1,online_retail,1508,0,0
65.97,3.511,12,0,1,30.2,1,grocery,3373,0,0
35.98,0.539,2,1,0,15.2,0,grocery,1487,0,0
10.19,0.202,3,1,1,33.8,2,travel,723,0,0
34.38,1.341,20,0,0,19.0,0,grocery,425,1,0
30.8,1.579,2,1,1,35.0,0,gas,3513,0,0
48.11,2.077,4,1,0,8.5,0,gas,630,0,0
22.65,0.457,3,1,0,10.3,0,grocery,2985,0,0
151.12,9.769,1,1,1,29.9,1,travel,1841,0,1
87.96,2.283,6,0,0,6.5,6,grocery,1726,0,0
19.55,0.675,21,0,0,8.3,0,online_retail,1886,0,0
103.74,3.818,14,0,1,21.2,0,gambling,1920,0,0
89.49,2.027,2,1,0,11.4,1,electronics,2955,0,0
13.26,0.449,8,0,0,5.9,2,electronics,3284,0,0
63.17,3.351,11,0,1,17.2,2,grocery,1575,0,0
56.93,1.141,8,0,0,3.0,0,electronics,1568,0,0
6.71,0.213,10,0,1,39.9,0,online_retail,3096,0,0
11.97,0.436,6,0,1,66.4,3,travel,3577,0,0
32.61,1.453,12,0,1,44.7,1,dining,2823,0,0
22.69,0.901,16,0,1,69.8,0,grocery,2556,0,0
34.15,1.6,2,1,0,16.7,0,gas,1925,0,0
15.14,0.302,3,1,1,26.7,2,online_retail,1510,0,0
83.91,1.839,11,0,0,3.3,0,electronics,2064,0,0
25.64,0.545,2,1,0,14.4,1,online_retail,2245,0,0
19.58,0.776,2,1,0,28.2,0,gas,1025,0,0
2.94,0.067,9,0,0,1.0,1,online_retail,2001,0,0
20.23,0.318,8,0,1,66.4,1,gambling,1473,0,0
25.21,0.409,16,0,0,3.2,1,dining,3204,0,0
16.86,0.417,17,0,0,4.9,0,electronics,151,0,0
32.86,0.837,1,1,0,10.2,0,dining,2495,0,0
11.56,0.404,3,1,0,3.4,0,dining,1965,1,0
6.61,0.23,17,0,0,0.7,0,dining,3597,0,0
29.53,0.955,0,1,1,45.9,1,gas,44,0,0
33.17,1.07,10,0,0,1.5,1,dining,1145,0,0
4.77,0.063,15,0,0,13.2,2,dining,2320,0,0
28.06,0.6,14,0,0,0.4,0,grocery,1810,0,0
50.28,0.79,20,0,1,10.5,1,online_retail,1601,0,0
26.31,1.067,12,0,0,17.5,0,online_retail,2435,0,0
5.18,0.229,3,1,1,78.2,2,gambling,3047,0,0
20.56,0.49,13,0,1,39.4,0,grocery,1798,1,0
48.08,1.97,1,1,1,130.1,0,gas,403,0,0
21.93,0.88,7,0,0,0.2,0,dining,1135,1,0
126.58,2.911,4,1,0,20.2,0,grocery,1963,0,0
61.88,1.78,1,1,1,19.9,3,online_retail,1320,0,0
8.73,0.343,2,1,0,10.3,0,grocery,2060,0,0
4.72,0.09,4,1,0,16.2,0,travel,978,0,0
33.74,0.579,12,0,1,42.5,1,grocery,1972,0,0
59.32,2.044,3,1,0,15.2,1,grocery,1939,1,0
67.28,2.326,23,1,1,10.6,1,dining,928,0,0
80.67,1.6,22,0,1,45.6,0,travel,1887,0,0
29.75,1.095,13,0,0,20.4,0,cash_advance,3414,0,0
10.81,0.414,7,0,0,4.4,1,gas,1475,0,0
7.83,0.325,2,1,0,8.8,0,grocery,1071,0,0
22.45,1.166,15,0,0,2.2,7,travel,1689,0,0
90.34,1.74,5,1,1,45.1,1,gas,2049,1,0
5.34,0.134,14,0,0,5.1,0,gas,1993,0,0
155.73,1.794,18,0,1,11.7,2,dining,1367,0,0
71.14,4.105,20,0,1,85.8,1,grocery,2998,0,0
12.0,0.868,12,0,0,2.8,1,dining,95,1,0
46.26,2.159,18,0,0,17.7,1,gas,621,0,0
97.65,4.417,11,0,0,5.9,0,grocery,1970,0,0
21.11,0.476,4,1,0,10.1,3,gas,1354,1,0
34.38,1.097,18,0,0,11.8,1,online_retail,459,0,0
13.27,0.532,13,0,0,3.7,1,grocery,1713,0,0
5.29,0.111,9,0,1,12.7,1,online_retail,3338,0,0
51.15,1.068,4,1,1,27.0,1,gambling,1145,0,0
60.16,1.547,3,1,1,60.5,1,electronics,1560,0,0
8.81,0.344,9,0,0,20.7,1,gas,1458,1,0
10.83,0.338,3,1,0,0.1,1,grocery,34,0,0
74.03,5.932,0,1,1,70.3,1,electronics,1417,0,1
16.49,0.443,12,0,1,62.9,0,grocery,1976,1,0
19.37,0.684,22,0,0,15.2,1,dining,2276,0,0
10.19,0.315,23,1,0,21.0,1,grocery,3210,1,0
30.67,0.861,6,0,1,138.5,0,dining,2065,0,0
70.32,3.257,15,0,1,49.8,1,grocery,653,1,0
38.38,1.116,10,0,0,28.1,0,dining,930,0,0
51.46,1.787,18,0,0,17.8,0,gambling,1426,0,0
8.82,0.232,5,1,1,48.1,0,dining,1608,0,0
80.29,2.058,16,0,0,15.1,2,cash_advance,3127,0,0
30.86,0.68,4,1,1,11.9,1,electronics,3342,0,0
91.0,3.2,16,0,1,112.7,0,gambling,3054,0,0
24.15,0.892,22,0,0,10.5,1,gas,1578,0,0
44.62,2.289,1,1,1,29.4,1,dining,2331,1,0
9.98,0.326,6,0,0,15.2,0,grocery,2186,0,0
183.53,7.619,9,0,1,32.4,1,grocery,1742,0,0
22.09,0.776,20,0,1,12.9,3,electronics,735,0,0
62.7,1.935,17,0,0,6.7,0,online_retail,441,0,0
4.23,0.098,14,0,1,49.3,0,grocery,3100,0,0
30.8,0.954,0,1,0,10.0,0,gas,2167,0,0
48.86,2.259,10,0,1,78.6,0,gas,3039,0,0
8.38,0.475,0,1,1,24.7,0,grocery,3308,0,0
94.26,3.507,9,0,0,12.3,0,travel,2942,1,0
9.43,0.534,14,0,0,11.6,1,dining,2688,0,0
88.95,2.006,19,0,1,17.0,0,electronics,2543,0,0
21.65,0.6,4,1,0,14.6,0,grocery,313,0,0
15.49,0.379,13,0,0,11.8,0,travel,949,0,0
83.22,5.118,13,0,1,45.6,0,grocery,3470,0,0
13.14,0.583,19,0,1,11.5,1,dining,1037,0,0
36.83,1.429,0,1,1,50.7,0,cash_advance,2253,0,0
5.5,0.265,18,0,1,34.5,0,dining,3071,0,0
18.02,0.824,0,1,0,27.8,0,grocery,3276,1,0
16.47,0.501,3,1,0,6.3,1,dining,1148,0,0
32.31,0.98,0,1,0,23.3,2,grocery,1078,0,0
43.54,1.374,19,0,1,67.8,0,cash_advance,3492,0,0
293.94,17.179,14,0,1,105.8,1,grocery,2576,0,1
345.16,6.449,8,0,1,78.1,1,grocery,2683,0,0
7.67,0.293,14,0,1,36.2,0,grocery,2842,1,0
10.8,0.468,0,1,0,5.9,1,electronics,3302,1,0
3.84,0.162,13,0,0,0.8,0,gas,1222,0,0
9.83,0.313,7,0,0,9.0,7,grocery,1229,0,0
106.9,1.967,21,0,1,14.1,0,cash_advance,1385,0,0
20.52,0.927,8,0,0,27.1,0,dining,1364,0,0
23.9,0.841,6,0,1,87.2,0,grocery,1096,0,0
132.96,3.56,13,0,0,6.1,0,electronics,725,0,0
7.83,0.435,7,0,0,5.0,1,grocery,2558,0,0
89.43,3.689,17,0,0,21.2,1,cash_advance,3276,1,0
21.52,0.688,19,0,1,57.8,1,online_retail,348,0,0
26.0,0.785,21,0,0,8.1,0,grocery,1303,0,0
9.25,0.195,13,0,0,1.4,0,gas,574,0,0
20.19,0.453,21,0,0,4.5,1,travel,3045,0,0
93.33,1.55,7,0,1,6.8,0,online_retail,1550,0,0
15.21,0.341,9,0,1,85.1,1,grocery,3055,0,0
4.31,0.14,8,0,0,0.4,0,gas,2829,0,0
15.27,0.836,12,0,1,19.2,0,dining,3024,0,0
13.07,0.214,7,0,1,82.5,0,dining,1714,0,0
20.98,0.502,22,0,0,13.9,0,online_retail,1214,1,0
10.69,0.239,12,0,1,61.0,7,grocery,2669,0,0
13.59,0.272,13,0,0,2.5,1,grocery,1097,0,0
16.55,0.341,7,0,1,8.7,1,grocery,3570,1,0
23.32,0.997,19,0,0,7.6,4,gas,3577,0,0
11.62,0.363,9,0,0,16.9,2,grocery,493,0,0
8.68,0.148,8,0,1,82.3,0,online_retail,3505,0,0
63.06,2.083,15,0,1,15.1,1,travel,2821,0,0
3.77,0.09,10,0,0,6.6,1,gas,3341,1,0
13.52,0.323,13,0,1,79.3,1,electronics,842,0,0
6.14,0.244,5,1,0,5.3,1,grocery,2791,0,0
13.86,0.485,12,0,0,8.8,0,gas,1040,0,0
16.76,0.188,1,1,1,86.2,1,cash_advance,2550,0,0
122.26,2.336,0,1,0,4.3,0,gambling,1377,0,0
7.8,0.225,18,0,0,0.7,1,gas,701,0,0
4.7,0.163,13,0,0,3.8,0,grocery,1414,0,0
13.41,0.268,18,0,1,67.8,0,gambling,1505,0,0
38.28,1.114,9,0,1,39.2,2,grocery,862,0,0
61.79,1.1,2,1,1,8.4,1,online_retail,3599,0,0
12.12,0.441,6,0,1,50.2,1,gas,2828,0,0
112.33,2.922,9,0,0,23.6,0,grocery,2192,0,0
5.31,0.076,18,0,0,17.6,1,grocery,2490,1,0
27.38,0.81,3,1,0,8.9,0,grocery,1529,1,0
63.94,1.533,16,0,0,1.8,1,online_retail,2251,0,0
45.26,0.821,13,0,1,42.6,0,gas,1234,0,0
94.98,2.524,22,0,1,36.8,1,dining,57,0,0
11.61,0.477,8,0,0,9.9,1,dining,1305,0,0
25.05,0.944,2,1,0,28.8,0,gas,1903,0,0
27.72,0.694,18,0,0,0.5,1,gas,3209,0,0
9.82,0.288,9,0,0,49.9,0,online_retail,1917,0,0
12.34,0.461,22,0,1,33.2,0,gambling,526,1,0
55.23,1.031,18,0,1,11.8,0,dining,1089,0,0
2.91,0.104,7,0,1,15.8,0,gas,1717,0,0
55.32,0.783,4,1,1,91.1,0,cash_advance,69,0,0
79.44,1.153,3,1,0,6.4,0,dining,955,0,0
32.07,0.983,4,1,0,21.2,1,gas,426,0,0
32.14,1.036,21,0,0,3.7,6,online_retail,2317,0,0
14.29,0.754,7,0,0,17.8,0,grocery,1529,0,0
61.16,3.18,12,0,0,1.0,0,travel,929,0,0
161.57,8.931,0,1,0,7.3,1,grocery,1425,0,0
7.02,0.467,9,0,0,16.8,0,grocery,1332,0,0
54.46,3.007,16,0,0,25.6,1,grocery,2519,0,0
27.95,1.522,15,0,1,91.5,2,online_retail,3328,0,0
14.76,0.389,18,0,1,39.5,2,electronics,3534,0,0
25.29,0.598,11,0,0,0.1,0,grocery,1856,0,0
57.87,2.972,3,1,0,11.9,5,grocery,3491,0,0
33.16,1.656,22,0,0,17.0,1,grocery,1703,0,0
31.14,1.198,2,1,0,15.6,0,grocery,291,0,0
30.16,1.084,10,0,0,7.4,1,travel,984,0,0
66.43,1.257,15,0,0,24.9,0,dining,709,0,0
41.84,1.508,18,0,1,45.0,1,dining,615,0,0
30.5,0.378,21,0,1,62.9,2,gas,2992,0,0
12.92,0.471,1,1,0,2.5,2,grocery,2111,0,0
14.68,1.154,23,1,0,8.2,1,online_retail,694,0,0
9.02,0.156,11,0,0,13.3,1,grocery,2963,0,0
12.24,0.298,13,0,0,21.8,1,travel,2454,0,0
222.06,8.161,21,0,0,4.5,8,dining,3511,0,1
402.11,9.655,13,0,1,57.3,0,grocery,2102,0,1
13.67,0.585,3,1,0,1.4,0,online_retail,722,0,0
13.45,0.928,23,1,0,22.5,0,electronics,76,0,0
17.99,0.408,2,1,1,58.4,0,grocery,3042,0,0
9.78,0.143,1,1,1,59.1,0,cash_advance,2632,0,0
36.39,1.638,14,0,1,11.7,0,grocery,260,0,0
6.53,0.288,9,0,0,10.5,1,grocery,2699,0,0
42.78,1.649,23,1,0,8.4,1,grocery,1904,0,0
171.02,6.907,16,0,0,5.0,1,dining,898,0,0
36.39,1.384,21,0,1,55.2,0,dining,696,0,0
16.92,0.623,20,0,0,0.7,3,grocery,3177,0,0
17.08,0.566,21,0,1,43.8,0,dining,995,0,0
114.1,3.043,16,0,1,9.4,0,dining,411,0,0
37.26,0.737,18,0,0,12.8,0,grocery,3132,0,0
130.33,8.365,11,0,1,30.2,0,grocery,1578,0,1
24.32,0.981,17,0,0,18.6,3,grocery,2812,0,0
80.62,3.15,11,0,0,31.5,0,grocery,2285,0,0
20.19,0.544,20,0,0,9.8,2,grocery,3488,0,0
123.33,7.911,21,0,0,13.3,1,electronics,462,0,1
13.71,0.266,20,0,1,53.6,0,gambling,1032,0,0
75.48,1.058,17,0,0,34.9,0,gas,1165,0,0
34.87,1.119,16,0,1,44.7,0,cash_advance,2237,0,0
13.26,0.234,4,1,0,25.7,2,grocery,1970,1,0
12.27,0.885,0,1,1,48.5,1,cash_advance,1255,0,0
39.51,0.691,22,0,0,1.4,0,dining,1500,0,0
4.71,0.286,13,0,0,13.8,0,dining,98,0,0
5.91,0.157,19,0,1,73.6,0,electronics,1573,0,0
22.27,0.658,8,0,0,11.9,0,gas,144,1,0
24.88,0.684,14,0,0,16.8,0,dining,674,0,0
9.02,0.24,8,0,1,7.8,0,gas,2581,0,0
11.4,0.342,19,0,0,9.6,0,gambling,2381,0,0
15.66,0.659,15,0,0,8.2,0,gambling,2476,0,0
7.9,0.164,17,0,1,124.9,0,grocery,2360,0,0
12.05,0.335,14,0,1,29.7,0,travel,301,0,0
12.34,0.362,8,0,0,28.3,0,gambling,2431,0,0
36.44,1.118,9,0,0,11.5,0,gas,3499,0,0
31.5,0.573,16,0,1,42.4,0,gas,1850,0,0
27.74,1.52,12,0,0,5.5,0,grocery,3089,0,0
33.51,0.585,9,0,1,75.6,0,grocery,3309,0,0
10.57,0.236,7,0,1,32.2,0,grocery,1957,0,0
36.2,0.59,0,1,0,9.1,0,cash_advance,2504,0,0
16.48,0.667,14,0,0,29.8,1,grocery,2834,0,0
15.84,0.456,9,0,0,1.5,0,dining,1543,0,0
17.84,0.463,6,0,0,14.3,2,grocery,1494,1,0
34.61,1.867,13,0,1,75.5,1,travel,2260,0,0
25.09,0.56,18,0,1,59.9,2,grocery,2510,0,0
17.72,0.338,18,0,0,13.9,0,electronics,2000,0,0
53.2,0.757,23,1,0,29.3,1,gambling,3446,0,0
131.55,2.061,12,0,1,78.4,1,grocery,1774,0,0
12.71,0.381,16,0,0,8.0,1,grocery,3243,0,0
19.14,0.957,2,1,0,21.8,1,gas,830,0,0
43.45,1.009,20,0,1,65.5,0,gas,3406,0,0
21.47,0.758,9,0,0,23.9,2,grocery,3427,1,0
30.17,1.292,12,0,0,20.0,2,gambling,1905,0,0
69.92,1.242,18,0,1,4.0,2,dining,39,0,0
165.42,10.45,18,0,0,28.8,0,grocery,2001,0,1
12.52,0.442,8,0,1,80.5,0,gas,940,0,0
49.78,1.671,20,0,0,15.7,0,online_retail,250,0,0
91.6,2.174,16,0,1,27.7,0,cash_advance,2992,0,0
87.6,2.062,19,0,0,26.2,0,dining,537,0,0
38.93,2.791,7,0,0,2.6,0,online_retail,874,0,0
46.02,2.095,5,1,0,9.8,2,gas,3152,0,0
43.0,1.717,4,1,0,18.7,1,grocery,3059,0,0
8.4,0.25,2,1,0,2.2,1,dining,2974,0,0
4.98,0.126,21,0,1,50.6,0,online_retail,1058,1,0
16.08,0.231,1,1,0,1.3,1,dining,837,0,0
9.32,0.335,2,1,0,2.2,2,grocery,2305,0,0
68.39,2.531,16,0,1,63.3,1,dining,1748,1,0
16.07,0.675,18,0,1,29.9,0,online_retail,999,0,0
41.6,2.618,0,1,1,14.1,0,online_retail,206,0,0
11.98,0.303,15,0,0,9.7,1,cash_advance,2293,0,0
35.93,1.032,6,0,0,14.4,0,grocery,382,0,0
19.38,0.768,1,1,1,8.7,0,dining,3518,0,0
72.18,4.113,4,1,1,48.5,1,online_retail,1667,0,0
29.92,0.953,0,1,0,9.0,1,grocery,2982,0,0
7.54,0.245,20,0,0,8.6,1,gas,180,0,0
8.33,0.131,5,1,0,12.9,0,grocery,513,2,0
23.47,0.369,6,0,0,12.1,0,gas,2874,0,0
60.73,1.094,16,0,0,2.8,1,dining,2217,0,0
38.07,2.194,11,0,1,97.2,8,grocery,905,0,0
25.56,1.22,18,0,0,13.6,2,gas,1602,0,0
50.33,1.83,8,0,0,6.3,2,online_retail,3033,1,0
86.52,4.009,8,0,0,15.8,1,cash_advance,314,0,0
29.27,0.58,13,0,1,4.3,2,grocery,2568,0,0
8.74,0.152,21,0,1,16.5,1,electronics,3309,0,0
40.7,0.925,5,1,0,14.7,0,dining,1186,0,0
16.83,0.372,2,1,1,28.1,1,gambling,1363,0,0
20.79,1.049,22,0,0,25.8,1,travel,2811,0,0
5.85,0.317,18,0,0,12.6,2,gambling,1039,0,0
14.8,0.198,2,1,0,14.8,0,grocery,3159,0,0
21.82,0.276,16,0,0,15.6,0,travel,1304,0,0
88.82,2.004,16,0,1,51.8,0,gas,1150,0,0
86.05,2.181,8,0,1,36.2,2,online_retail,3092,1,0
14.5,0.424,11,0,1,62.5,0,grocery,2490,0,0
98.5,4.209,23,1,1,98.8,0,gas,203,0,0
17.77,0.227,2,1,0,6.5,1,online_retail,2808,0,0
6.44,0.232,8,0,0,14.2,1,grocery,1099,0,0
3.92,0.144,12,0,1,43.5,0,dining,1644,0,0
5.55,0.083,6,0,1,40.7,1,grocery,2568,0,0
11.14,0.459,19,0,0,4.6,0,dining,440,0,0
12.83,0.392,15,0,1,66.5,0,gas,1368,0,0
8.09,0.278,16,0,0,21.9,0,electronics,356,0,0
68.35,1.765,13,0,0,4.4,0,dining,1508,0,0
61.38,1.023,7,0,1,36.2,1,gas,2068,0,0
22.37,0.317,4,1,0,8.3,0,online_retail,929,0,0
53.08,2.113,21,0,0,1.0,1,gas,423,0,0
9.7,0.302,8,0,0,2.6,2,online_retail,1877,0,0
14.85,0.645,14,0,0,10.2,2,grocery,1917,0,0
81.11,3.966,19,0,0,2.6,1,grocery,2238,0,0
17.13,0.706,1,1,0,3.7,0,grocery,2727,1,0
17.05,0.483,8,0,0,3.5,0,online_retail,1119,0,0
50.35,1.133,3,1,0,20.7,1,grocery,1172,0,0
54.93,0.837,18,0,0,14.8,1,electronics,2089,0,0
70.95,2.038,19,0,0,4.6,0,gas,3439,0,0
30.7,0.817,14,0,0,5.0,0,online_retail,974,0,0
34.28,2.304,8,0,1,64.7,1,grocery,3266,0,0
72.62,2.887,18,0,0,14.6,1,gambling,335,0,1
35.21,1.106,20,0,0,3.4,0,grocery,1064,0,0
114.79,2.087,5,1,0,9.0,1,online_retail,783,0,0
3.46,0.084,19,0,0,15.5,1,grocery,1246,0,0
12.49,0.839,21,0,1,43.4,2,electronics,2540,0,0
26.3,1.031,1,1,0,3.8,1,gas,884,0,0
16.55,0.703,2,1,0,9.8,1,travel,987,0,0
25.54,0.706,18,0,1,86.6,2,gas,461,0,0
24.46,0.808,14,0,0,1.4,0,grocery,1533,0,0
38.72,1.469,16,0,0,27.7,0,gas,1226,0,0
24.97,0.55,23,1,0,11.5,0,grocery,278,0,0
91.1,4.336,15,0,1,38.3,0,online_retail,2609,1,0
21.35,0.51,3,1,1,44.0,0,travel,1244,1,0
22.67,1.041,11,0,1,45.8,0,online_retail,880,0,0
30.49,1.344,2,1,0,3.9,0,online_retail,1366,0,0
36.88,0.863,6,0,1,38.6,1,grocery,1606,0,0
23.01,0.319,4,1,0,2.2,0,grocery,276,0,0
8.16,0.275,23,1,1,38.8,1,electronics,1351,0,0
23.2,0.804,0,1,1,53.1,2,online_retail,2050,0,0
27.93,0.901,14,0,0,20.3,1,dining,2513,0,0
13.79,0.409,16,0,1,63.6,0,grocery,1106,0,0
10.48,0.204,16,0,1,59.2,8,gas,575,0,0
128.01,3.863,12,0,1,60.1,0,gas,183,0,1
10.48,0.359,13,0,1,9.9,1,travel,2077,1,0
15.89,0.33,6,0,1,74.0,0,gas,2998,0,0
41.1,1.884,4,1,1,38.2,1,dining,575,0,0
86.76,2.007,17,0,1,67.7,1,dining,3166,0,0
12.52,0.726,1,1,1,41.9,1,dining,416,0,0
41.47,1.811,12,0,1,64.0,1,dining,530,0,0
40.94,1.145,21,0,1,35.3,0,online_retail,1802,0,0
25.23,0.827,6,0,1,20.6,1,gas,1624,0,0
234.04,5.499,16,0,0,26.5,0,gas,3223,0,0
41.49,1.034,5,1,1,55.0,0,online_retail,1105,0,0
84.16,1.466,10,0,0,3.2,1,online_retail,2271,0,0
66.2,0.889,7,0,0,22.7,1,gas,475,0,0
9.27,0.297,23,1,0,40.5,1,travel,2015,0,0
15.21,0.557,20,0,1,82.4,0,grocery,2035,0,0
13.95,0.555,11,0,0,24.1,0,grocery,2198,0,0
27.92,1.082,23,1,1,27.0,1,gas,486,0,0
57.91,1.866,15,0,0,9.5,0,dining,3394,0,0
20.15,0.29,8,0,1,84.0,0,gambling,2915,0,0
10.23,0.313,23,1,1,34.9,1,cash_advance,2184,0,0
208.22,7.86,14,0,1,17.9,1,dining,2782,0,1
127.62,2.163,19,0,0,19.4,1,cash_advance,160,0,0
10.66,0.226,18,0,1,56.2,1,gas,3552,0,0
49.87,2.191,6,0,1,55.1,1,grocery,978,0,0
11.86,0.539,6,0,1,17.4,2,online_retail,371,0,0
16.42,0.448,17,0,0,4.9,2,grocery,806,0,0
18.47,0.742,16,0,1,83.2,0,gas,834,0,0
35.89,1.62,7,0,1,115.3,0,gambling,379,0,0
